theta,tolerance,sample,text,kf_err_to_perturbed,kf_err_to_clean,skate_ratio,jerk,ground_pen,div_from_ref
5,0.2,10,a person walks straight going slightly to the left,0.028637537732720375,0.03991249203681946,0.09230769230769231,128.8300018310547,8.325592352775857e-05,0.04267263039946556
5,0.2,11,he runs forward directly then stops,0.14659275114536285,0.15188980102539062,0.2358974358974359,491.8722229003906,0.0,0.18976540863513947
5,0.2,12,person seems to be exercising by bending at the knees and walking forward,0.07686413824558258,0.08636762201786041,0.4358974358974359,461.5221252441406,9.649442654335871e-05,0.11476491391658783
5,0.2,13,the man dances his feet in circles in front of himself.,0.189615398645401,0.1891888827085495,0.7230769230769231,666.0587158203125,0.00018038263078778982,0.24396094679832458
5,0.2,14,a person brings their left arm up and bends their elbow so it is across their stomach.,0.02449125237762928,0.03262031450867653,0.0,87.28582000732422,0.00030136105488054454,0.02969994768500328
5,0.2,15,a man takes a big swing with his arm.,0.06637208163738251,0.06890353560447693,0.4256410256410256,448.1341247558594,2.6095183784491383e-05,0.08831041306257248
5,0.05,0,a person wlowly walked by making the circle,0.13310155272483826,0.13376203179359436,0.2717948717948718,293.18450927734375,0.0,0.14478470385074615
5,0.05,1,a person walks straight forward quickly,0.043081771582365036,0.05220338702201843,0.08205128205128205,122.63542938232422,0.0,0.053346339613199234
5,0.05,2,the person is holding his right arm up.,0.025348443537950516,0.03172551468014717,0.0,57.18961715698242,4.1261733713326976e-05,0.029116585850715637
5,0.05,3,standing in place then walking forward.,0.049824103713035583,0.05414224788546562,0.02564102564102564,119.04214477539062,9.946528734872118e-05,0.055576156824827194
5,0.05,4,the person was jogging in place.,0.04391009733080864,0.05310246720910072,0.035897435897435895,200.190673828125,0.0,0.057252541184425354
5,0.05,5,user is pointing with left hand in multiple directions,0.032462459057569504,0.03939760848879814,0.005128205128205128,83.79202270507812,0.00022734377125743777,0.03769311308860779
5,0.05,6,person brings left forearm up to their eyesight like they are checking the time on a watch.,0.029017118737101555,0.032070547342300415,0.0,57.12916564941406,0.002354750642552972,0.02990535832941532
5,0.05,7,a man is doing jumping jacks.,0.05974351987242699,0.06970155239105225,0.035897435897435895,203.1313018798828,0.0,0.07464974373579025
5,0.05,8,the figure takes a few steps forward before pick something up turning around and walking back to where they were and crouching down to pick something up.,0.0686187595129013,0.07566705346107483,0.12307692307692308,233.70269775390625,0.0,0.08168860524892807
5,0.05,9,"a person slowly walked backward, and sat on the knee and hands",0.04562249034643173,0.050349555909633636,0.09230769230769231,112.5404052734375,0.0043201870284974575,0.05578409507870674
5,0.05,10,a person walks straight going slightly to the left,0.033988162875175476,0.04232022911310196,0.09230769230769231,103.07395935058594,8.471866749459878e-05,0.04293849319219589
5,0.05,11,he runs forward directly then stops,0.1772315353155136,0.17929373681545258,0.15897435897435896,338.173095703125,0.0,0.19485144317150116
5,0.05,12,person seems to be exercising by bending at the knees and walking forward,0.09189912676811218,0.10025622695684433,0.40512820512820513,405.3704528808594,9.13608237169683e-05,0.12087391316890717
5,0.05,13,the man dances his feet in circles in front of himself.,0.221170112490654,0.22004643082618713,0.7333333333333333,567.5215454101562,0.0001320888113696128,0.24101606011390686
5,0.05,14,a person brings their left arm up and bends their elbow so it is across their stomach.,0.029385050758719444,0.032303985208272934,0.0,67.72786712646484,0.00028706438024528325,0.0297760758548975
5,0.05,15,a man takes a big swing with his arm.,0.0840081050992012,0.08395090699195862,0.39487179487179486,405.1531066894531,1.6308616977767088e-05,0.09574133157730103
5,0.0,0,a person wlowly walked by making the circle,0.14940883219242096,0.15022361278533936,0.2358974358974359,261.358642578125,0.0,0.15593044459819794
5,0.0,1,a person walks straight forward quickly,0.04419991746544838,0.05339479818940163,0.08205128205128205,141.09255981445312,0.0,0.052590519189834595
5,0.0,2,the person is holding his right arm up.,0.026989668607711792,0.03226358816027641,0.0,57.04411315917969,3.256074705859646e-05,0.030071333050727844
5,0.0,3,standing in place then walking forward.,0.04899139702320099,0.05315100774168968,0.03076923076923077,123.3284912109375,9.78276802925393e-05,0.052703071385622025
5,0.0,4,the person was jogging in place.,0.04811085760593414,0.05547725036740303,0.03076923076923077,199.1793670654297,0.0,0.05703689157962799
5,0.0,5,user is pointing with left hand in multiple directions,0.033563919365406036,0.039046600461006165,0.015384615384615385,77.91279602050781,0.00021825556177645922,0.03671351447701454
5,0.0,6,person brings left forearm up to their eyesight like they are checking the time on a watch.,0.031006500124931335,0.03242778033018112,0.0,54.262916564941406,0.0023205112665891647,0.03017323650419712
5,0.0,7,a man is doing jumping jacks.,0.06495452672243118,0.07417667657136917,0.015384615384615385,199.32371520996094,0.0,0.07670791447162628
5,0.0,8,the figure takes a few steps forward before pick something up turning around and walking back to where they were and crouching down to pick something up.,0.07296154648065567,0.0784328281879425,0.1282051282051282,220.9713592529297,0.0,0.08100072294473648
5,0.0,9,"a person slowly walked backward, and sat on the knee and hands",0.04875357076525688,0.052363839000463486,0.08717948717948718,110.23384094238281,0.004291885998100042,0.05617985129356384
5,0.0,10,a person walks straight going slightly to the left,0.03646279498934746,0.04372798278927803,0.10256410256410256,96.53646850585938,8.17243562778458e-05,0.04381667450070381
5,0.0,11,he runs forward directly then stops,0.18958723545074463,0.19256827235221863,0.12307692307692308,314.1844177246094,0.0,0.19907833635807037
5,0.0,12,person seems to be exercising by bending at the knees and walking forward,0.08655688911676407,0.09410993754863739,0.4307692307692308,399.8256530761719,0.00011072058987338096,0.10667534172534943
5,0.0,13,the man dances his feet in circles in front of himself.,0.2583746016025543,0.25626516342163086,0.6974358974358974,554.52685546875,0.00012600461195688695,0.26367685198783875
5,0.0,14,a person brings their left arm up and bends their elbow so it is across their stomach.,0.030796855688095093,0.032167594879865646,0.0,63.95718765258789,0.00027306415722705424,0.02972055785357952
5,0.0,15,a man takes a big swing with his arm.,0.0818580687046051,0.08109094202518463,0.39487179487179486,414.6617431640625,1.671047357376665e-05,0.08877960592508316
10,1.0,0,a person wlowly walked by making the circle,1.2560154694085668e-08,0.0861663669347763,0.3282051282051282,1285.56884765625,0.00010853447020053864,0.1664625108242035
10,1.0,1,a person walks straight forward quickly,5.655546586602611e-10,0.0879138633608818,0.4205128205128205,472.4833068847656,0.0001284439058508724,0.08800746500492096
10,1.0,2,the person is holding his right arm up.,8.205059964794259e-10,0.0833781510591507,0.4717948717948718,465.7207946777344,0.0003926184435840696,0.0745459720492363
10,1.0,3,standing in place then walking forward.,3.513626056772523e-10,0.07541928440332413,0.3076923076923077,561.1720581054688,0.0005815786425955594,0.09055314213037491
10,1.0,4,the person was jogging in place.,9.717924243091147e-10,0.08207783102989197,0.1282051282051282,545.5491333007812,0.0,0.08082234859466553
10,1.0,5,user is pointing with left hand in multiple directions,9.4416507945283e-10,0.08476879447698593,0.4461538461538462,503.568115234375,0.0011860005324706435,0.07789492607116699
10,1.0,6,person brings left forearm up to their eyesight like they are checking the time on a watch.,1.1600390648069947e-09,0.08151055872440338,0.5076923076923077,373.3224182128906,0.002199119422584772,0.07352636009454727
10,1.0,7,a man is doing jumping jacks.,1.2523956316456974e-09,0.08536621183156967,0.23076923076923078,653.7262573242188,0.0001953190949279815,0.0845734179019928
10,1.0,8,the figure takes a few steps forward before pick something up turning around and walking back to where they were and crouching down to pick something up.,1.2711485197769434e-08,0.08087515085935593,0.3128205128205128,671.4114990234375,0.0002679874305613339,0.10003631561994553
10,1.0,9,"a person slowly walked backward, and sat on the knee and hands",3.1325013694072368e-09,0.07323704659938812,0.358974358974359,536.6613159179688,0.010373003780841827,0.08629120886325836
10,1.0,10,a person walks straight going slightly to the left,3.5747663162943866e-10,0.0872773602604866,0.48205128205128206,378.4322814941406,0.00043629147694446146,0.07800130546092987
10,1.0,11,he runs forward directly then stops,1.6509808797859904e-10,0.08029398322105408,0.4307692307692308,1458.8199462890625,3.7014560803072527e-06,0.19680263102054596
10,1.0,12,person seems to be exercising by bending at the knees and walking forward,3.3819091971309945e-10,0.08540203422307968,0.5076923076923077,1002.3488159179688,0.00016584199329372495,0.13785183429718018
10,1.0,13,the man dances his feet in circles in front of himself.,1.6709678085646829e-09,0.0825638547539711,0.7589743589743589,2049.337890625,0.00022914436704013497,0.26220226287841797
10,1.0,14,a person brings their left arm up and bends their elbow so it is across their stomach.,9.88946258217993e-10,0.08457021415233612,0.3487179487179487,469.05242919921875,0.0007202354609034956,0.0787564143538475
10,1.0,15,a man takes a big swing with his arm.,3.402095050120124e-09,0.08751678466796875,0.6461538461538462,962.7837524414062,0.00047074013855308294,0.11522286385297775
10,0.5,0,a person wlowly walked by making the circle,0.07869897037744522,0.11498230695724487,0.3435897435897436,747.9639892578125,3.863261008518748e-05,0.16776269674301147
